# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/bit/project/yeast_stress/data/Saccharomyces_cerevisiae.R64-1-1.59.gtf" "-o" "/home/bit/project/yeast_stress/results/counts/gene_counts.txt" "/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam
YDR502C	IV	1453310	1454464	-	1155	3227	2885	3241	1025	961	1079
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	18241	12989	12709	1083	2011	3490
YDL039C	IV	381985	384081	-	2097	3310	4276	3811	250	397	361
YDL225W	IV	52445	54100	+	1656	1116	969	807	890	1378	1510
YDR259C	IV	974631	975782	-	1152	87	83	69	32	89	75
YDR495C	IV	1438115	1441150	-	3036	460	335	312	431	610	585
YDL151C	IV	183318	183899	-	582	16	12	15	2	7	0
YDR357C	IV	1189199	1189567	-	369	249	206	181	167	246	227
YDR370C	IV	1217782	1219110	-	1329	687	633	585	354	363	284
YDR298C	IV	1058176	1058814	-	639	1952	1869	2026	3833	3326	2910
YDR276C	IV	1013476	1013643	-	168	4314	3240	3995	10184	6436	5665
YDL185C-A	IV	126608	126835	-	228	81	79	92	120	99	72
YDR545C-A	IV	1530863	1531342	-	480	0	0	0	0	0	0
tM(CAU)D	IV	1175829	1175901	+	73	0	0	1	0	0	0
YDL247W	IV	5985	7814	+	1830	7	10	15	21	20	10
YDR406W	IV	1279210	1283799	+	4590	1374	1195	1433	4317	2859	2173
YDR273W	IV	1010176	1011273	+	1098	117	79	93	134	91	65
YDR269C	IV	1005665	1005988	-	324	0	0	0	1	0	0
YDR453C	IV	1365072	1365662	-	591	181	180	191	79817	52007	39771
YDR383C	IV	1239960	1240676	-	717	262	165	179	89	235	274
YDR375C	IV	1225166	1226536	-	1371	478	413	460	903	603	550
YDL161W	IV	167714	169078	+	1365	1210	903	1017	3331	2788	2871
YDL051W	IV	363952	364779	+	828	2087	1874	1668	253	272	393
YDR084C	IV	613405	614004	-	600	889	783	891	1682	1707	1332
YDL056W	IV	352877	355378	+	2502	450	525	432	102	568	491
YDR344C	IV	1162006	1162449	-	444	62	50	53	86	104	82
YDR320C	IV	1106095	1108101	-	2007	679	569	622	1068	827	755
YDR221W	IV	907330	909438	+	2109	1243	1095	1316	2467	1649	1544
tI(AAU)D	IV	668007	668080	-	74	0	0	1	0	1	0
YDL032W	IV	393690	394001	+	312	1	0	0	1	0	0
YDR456W	IV	1367485	1369386	+	1902	2347	2065	2520	6972	4429	2934
YDL036C	IV	387513	388901	-	1389	737	521	562	460	486	552
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	0	0	0	0	0	0
YDL217C	IV	67983	68606	-	624	469	484	419	863	678	615
snR63	IV	323217	323471	-	255	274	315	296	188	287	313
YDR334W	IV	1135932	1140476	+	4545	1750	1085	1203	1777	1340	1279
YDL049C	IV	365068	365874	-	807	87	93	78	154	118	123
YDL164C	IV	164987	167254	-	2268	1078	883	1013	1523	1143	907
YDR384C	IV	1241204	1242031	-	828	4113	3318	3693	599	797	873
YDR149C	IV	755555	756262	-	708	0	0	0	0	0	0
YDR093W	IV	631282	636120	+	4839	3972	3025	3846	3706	2311	1796
YDR071C	IV	588827	589402	-	576	2361	1812	1645	2279	3506	4357
YDL143W	IV	199996	201582	+	1587	5661	5136	5599	7356	5407	4561
YDR032C	IV	504099	504695	-	597	2504	2223	2679	24177	15863	11437
tR(UCU)D	IV	568882	568953	+	72	0	0	0	0	0	0
YDR063W	IV	578663	579112	+	450	621	580	500	1572	1395	1672
YDL166C	IV	163449	164042	-	594	831	575	518	340	330	285
YDR004W	IV	455201	456583	+	1383	608	490	356	915	782	690
YDR151C	IV	764178	765155	-	978	725	604	594	789	1204	1646
YDR037W	IV	525440	527215	+	1776	18319	16914	17285	7856	10551	11844
YDL175C	IV	144484	145518	-	1035	298	227	234	425	360	367
YDR286C	IV	1035231	1035575	-	345	126	107	96	241	293	213
YDR172W	IV	808324	810381	+	2058	5592	4894	4279	2521	2584	2516
YDL174C	IV	145826	147589	-	1764	1085	972	1124	2463	2186	1736
YDR080W	IV	604008	606986	+	2979	678	549	566	774	911	903
YDR503C	IV	1455042	1455866	-	825	421	372	419	1077	830	689
YDR069C	IV	584939	587719	-	2781	472	373	385	2514	3318	3509
YDR047W	IV	551860	552948	+	1089	1632	1497	1619	2689	1924	1685
YDR215C	IV	894089	894502	-	414	13	7	23	18	16	14
YDR267C	IV	1002510	1003502	-	993	1142	1035	1050	1421	1026	988
YDR142C	IV	740473	741600	-	1128	340	350	350	593	677	575
YDL212W	IV	78426	79058	+	633	4287	3583	4149	2771	2301	1966
YDR249C	IV	958681	959802	-	1122	431	434	446	471	473	407
YDL209C	IV	86207	87226	-	1020	342	291	269	123	260	206
YDR044W	IV	546642	547628	+	987	1885	2163	2326	822	786	748
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	8	10	2	0	4	1
YDR311W	IV	1085065	1086993	+	1929	588	523	400	491	615	684
YDL159C-B	IV	173056	173232	-	177	0	0	0	0	0	0
YDR222W	IV	910054	911301	+	1248	500	528	567	317	550	670
YDR510C-A	IV	1469695	1469811	-	117	118	76	130	291	185	182
YDR401W	IV	1272223	1272786	+	564	1	2	2	3	1	0
YDR207C	IV	865012	867522	-	2511	463	559	510	54	288	291
YDL005C	IV	441014	442309	-	1296	465	493	468	229	760	800
YDR295C	IV	1052623	1054647	-	2025	429	354	283	403	572	517
YDR543C	IV	1524634	1524933	-	300	0	0	0	0	0	0
YDL208W	IV	87512	87982	+	471	3499	2698	2406	68	373	330
YDR135C	IV	723004	727551	-	4548	5264	4813	5794	25965	18874	13649
YDL114W	IV	255604	256530	+	927	7	10	4	12	9	6
YDR247W	IV	956013	957398	+	1386	246	236	223	254	323	348
YDL197C	IV	104917	106494	-	1578	437	318	310	933	760	887
YDR229W	IV	924785	926146	+	1362	308	307	236	605	953	991
YDR095C	IV	636117	636527	-	411	2	2	4	5	1	0
YDR027C	IV	494649	497318	-	2670	784	683	723	1548	1497	1501
YDL106C	IV	270222	271901	-	1680	465	388	396	1007	980	985
YDR404C	IV	1276654	1277169	-	516	1799	1638	1903	2633	2076	1812
YDR256C	IV	968133	969680	-	1548	526	537	524	2640	3490	3513
YDR518W	IV	1478608	1480161	+	1554	1306	1260	1497	1096	861	745
YDR055W	IV	563527	564861	+	1335	1775	2716	2152	2636	2408	2140
YDL087C	IV	300214	300999	-	786	179	149	174	336	293	297
YDR177W	IV	816878	817525	+	648	986	865	738	939	1016	958
YDL014W	IV	427364	428347	+	984	15803	13582	15294	852	965	882
YDR289C	IV	1038280	1039509	-	1230	365	280	258	356	975	1110
YDL159W	IV	172481	174028	+	1548	270	247	215	409	451	384
YDR532C	IV	1499396	1500553	-	1158	126	164	93	26	349	415
YDR137W	IV	728259	730250	+	1992	798	555	543	1375	1101	1170
YDL153C	IV	181186	183018	-	1833	2379	1752	1432	83	196	426
YDR393W	IV	1259901	1261271	+	1371	466	340	376	853	727	781
YDR506C	IV	1459728	1461554	-	1827	295	250	264	552	379	334
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	637	488	460	483	443	462
YDL090C	IV	295034	296329	-	1296	572	483	507	1488	1041	899
YDR033W	IV	508147	509109	+	963	17816	19418	21714	6879	8157	7298
YDR035W	IV	521816	522928	+	1113	2508	2348	2664	3664	6361	6395
YDR332W	IV	1131001	1133070	+	2070	443	370	368	597	666	677
YDR510W	IV	1469400	1469705	+	306	1891	1535	1557	4293	2975	2550
YDL055C	IV	355674	356759	-	1086	32838	36372	38914	10676	15953	12569
YDR480W	IV	1417399	1418370	+	972	251	239	245	703	661	579
YDL103C	IV	275148	276581	-	1434	1004	868	863	2910	2157	1984
YDL085C-A	IV	302464	302670	-	207	334	309	296	146	370	395
YDR350C	IV	1176120	1178174	-	2055	582	641	575	1500	1569	1310
YDR342C	IV	1154216	1155928	-	1713	56	75	64	74	28	38
YDR087C	IV	617470	618306	-	837	1888	1214	1224	356	358	490
YDL236W	IV	32296	33234	+	939	2286	1933	2049	2657	2156	2093
YDR012W	IV	471853	472941	+	1089	19430	15540	18023	6157	6864	8644
YDL121C	IV	245133	245582	-	450	1617	1269	1472	229	481	471
YDR525W-A	IV	1490596	1490835	+	240	171	136	168	408	379	322
tG(GCC)D2	IV	992832	992902	+	71	14	18	10	20	13	17
YDL190C	IV	118707	121592	-	2886	1815	1895	1902	3280	4132	3484
YDL047W	IV	369771	370706	+	936	1110	1092	1078	1005	856	840
YDR099W	IV	653607	654428	+	822	3813	3717	3723	4765	7519	6640
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	688	561	654	1788	1395	1140
YDR164C	IV	782041	784215	-	2175	978	850	824	1252	1321	1167
YDR058C	IV	567723	568703	-	981	110	130	89	441	432	371
YDL020C	IV	415113	416708	-	1596	925	1027	763	1307	2960	3395
YDL025C	IV	405344	407206	-	1863	310	436	365	1284	3706	5040
YDR374C	IV	1223474	1224394	-	921	5	4	4	9	9	15
YDL207W	IV	88248	89864	+	1617	761	548	659	616	797	739
YDR270W	IV	1005675	1008689	+	3015	426	354	334	2643	2675	2040
YDR152W	IV	765706	766503	+	798	1432	1137	999	676	754	796
YDL148C	IV	188154	190586	-	2433	2486	2083	1613	40	133	166
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	0	1	2	3	2	1
YDR379C-A	IV	1233278	1233517	-	240	41	32	30	286	464	430
YDR218C	IV	903781	905052	-	1272	24	19	21	30	34	29
YDL018C	IV	422833	423510	-	678	564	436	545	1586	1156	1088
YDR507C	IV	1462358	1465786	-	3429	1853	1377	1355	1309	1002	737
YDL003W	IV	444683	446383	+	1701	784	680	563	761	989	1002
YDR524C-B	IV	1489598	1489798	-	201	37241	34229	38258	29448	32375	28199
YDR371W	IV	1219413	1220948	+	1536	492	376	386	687	529	485
YDR359C	IV	1191936	1194884	-	2949	893	668	765	839	727	555
YDL180W	IV	135896	137539	+	1644	769	760	828	2803	3358	3637
YDL133W	IV	222427	223740	+	1314	776	613	618	909	690	632
YDR335W	IV	1141168	1144842	+	3675	2140	2042	2262	3603	4429	3725
YDR351W	IV	1178666	1181260	+	2595	988	1040	974	1076	1217	1048
YDL150W	IV	183343	184611	+	1269	622	475	471	85	79	60
YDL177C	IV	141209	141721	-	513	169	114	98	49	116	127
YDR171W	IV	806621	807748	+	1128	148	313	161	13016	17919	28184
YDR364C	IV	1202843	1204210	-	1368	813	623	556	438	376	374
YDR309C	IV	1079048	1080199	-	1152	1326	1524	1361	1275	1727	1550
YDL239C	IV	26403	28775	-	2373	226	210	191	108	540	432
YDL228C	IV	45277	45918	-	642	215	122	115	7	13	14
YDL156W	IV	174918	176486	+	1569	272	209	212	287	260	223
YDL016C	IV	425570	425872	-	303	378	265	340	366	305	239
tX(XXX)D	IV	1150842	1150941	-	100	0	0	0	0	0	0
YDR524W-C	IV	1489403	1489492	+	90	12909	12503	13337	8873	9288	8445
YDL085W	IV	303211	304848	+	1638	61	45	64	468	250	182
YDR300C	IV	1061505	1062791	-	1287	1806	1667	1622	671	777	591
YDL168W	IV	159604	160764	+	1161	1547	1334	1543	6944	8979	8902
YDR360W	IV	1194598	1195032	+	435	15	8	10	16	8	9
YDR195W	IV	848599	850200	+	1602	407	339	288	382	428	393
YDR321W	IV	1108702	1109847	+	1146	6676	6003	6992	1302	1398	1527
YDR237W	IV	936615	937493	+	879	664	484	567	1460	934	751
YDL127W	IV	234927	235853	+	927	296	278	265	468	465	440
YDR107C	IV	669016	671034	-	2019	789	756	812	1129	1015	814
YDR472W	IV	1403322	1404173	+	852	799	784	732	1906	1699	1698
YDL030W	IV	397537	399129	+	1593	525	376	397	769	685	508
YDR468C	IV	1398026	1398700	-	675	586	405	440	696	672	697
YDL084W	IV	305237	306577	+	1341	10357	11273	12269	5818	7763	7559
YDL203C	IV	96082	97953	-	1872	786	663	771	789	694	559
YDL025W-A	IV	405410	405514	+	105	0	0	0	0	0	0
YDR285W	IV	1032436	1035063	+	2628	234	158	117	77	289	377
YDL229W	IV	44065	45906	+	1842	35193	31449	35321	1637	2542	3395
YDR329C	IV	1126270	1127595	-	1326	808	674	738	2025	1609	1528
YDR034C	IV	509737	512109	-	2373	983	848	895	1040	1130	1287
YDR009W	IV	463434	464996	+	1563	94	86	95	315	197	151
tS(AGA)D2	IV	980974	981055	-	82	0	0	0	1	1	0
YDR488C	IV	1429188	1430789	-	1602	395	274	334	461	282	176
YDR103W	IV	658350	661103	+	2754	971	1011	920	1754	1694	1463
YDR336W	IV	1145092	1146036	+	945	402	288	301	526	362	347
YDL101C	IV	280307	281848	-	1542	435	384	361	1640	1161	1011
YDR162C	IV	780390	781100	-	711	337	253	223	608	650	725
YDR312W	IV	1087581	1088942	+	1362	649	590	501	75	164	114
YDL061C	IV	340628	340798	-	171	8506	7964	8902	1132	1788	2171
YDL040C	IV	378874	381438	-	2565	4030	3099	3395	3509	2230	1928
YDR145W	IV	746738	748357	+	1620	1161	903	775	1184	1619	1606
YDR124W	IV	700315	701289	+	975	188	198	173	462	357	269
YDL231C	IV	38867	42244	-	3378	1738	1929	1813	2047	1950	1593
YDR190C	IV	840604	841995	-	1392	2499	2386	2261	1251	1326	1301
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	874	761	882	582	464	448
YDR463W	IV	1386816	1388375	+	1560	982	969	908	402	1179	1217
YDR491C	IV	1434500	1434991	-	492	135	147	140	30	22	14
YDR449C	IV	1357580	1358902	-	1323	997	812	751	63	136	123
YDL035C	IV	389172	392057	-	2886	929	1062	1112	762	1756	1529
YDR074W	IV	593893	596583	+	2691	1069	923	1014	7307	5635	5781
YDR525W	IV	1489905	1490234	+	330	9	5	4	4	1	1
YDR257C	IV	969990	971474	-	1485	864	810	664	1370	1293	1282
YDR402C	IV	1272234	1273703	-	1470	61	57	51	134	73	61
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	23328	21416	21423	2717	4616	6291
YDR376W	IV	1226822	1228303	+	1482	641	711	779	1434	1040	840
YDR161W	IV	779043	780206	+	1164	2489	1784	1777	363	353	494
YDR090C	IV	625066	625998	-	933	633	636	669	1133	1225	938
YDR189W	IV	838392	840392	+	2001	1552	1514	1423	1323	1236	1104
YDR524C	IV	1487542	1488990	-	1449	983	902	869	538	561	511
YDL237W	IV	30657	31829	+	1173	1629	1455	1678	4373	3204	2863
YDR188W	IV	836421	838061	+	1641	4124	4048	4373	2357	4328	3527
YDL133C-A	IV	221724	221801	-	78	5918	4400	4116	2806	4073	4860
YDR531W	IV	1498232	1499335	+	1104	1444	1195	1219	1833	1582	1515
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0	0	0
YDR226W	IV	916486	917154	+	669	10746	9968	10493	8065	8014	7588
YDL054C	IV	359825	361285	-	1461	853	935	974	1999	2059	1891
YDL205C	IV	92762	93745	-	984	1180	1003	1016	749	1048	982
YDR537C	IV	1510856	1511461	-	606	7	2	10	18	7	13
YDR496C	IV	1441433	1443403	-	1971	2942	2600	2110	84	176	122
YDR313C	IV	1089219	1090079	-	861	332	235	246	539	526	660
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	475	378	369	893	614	650
tV(CAC)D	IV	1075472	1075544	-	73	1	0	0	3	4	0
YDR340W	IV	1150881	1151183	+	303	1	0	2	0	2	4
YDL147W	IV	190924	192261	+	1338	3619	2801	2593	7594	7296	7049
YDL081C	IV	309802	310122	-	321	33584	25200	28077	4836	6653	9068
YDR283C	IV	1025070	1030049	-	4980	1630	1173	1302	1882	1141	1030
YDR261C	IV	977521	979209	-	1689	2303	2172	2599	1971	1335	1076
YDL211C	IV	79294	80412	-	1119	191	230	220	134	128	98
YDL074C	IV	324047	326149	-	2103	1986	1413	1525	708	1268	1299
YDL091C	IV	293392	294759	-	1368	315	364	345	1176	1540	1564
YDR346C	IV	1167214	1168659	-	1446	5587	4392	4849	1915	1621	1597
YDR072C	IV	589761	591344	-	1584	2132	2170	2326	2008	2146	1685
YDR242W	IV	946807	948456	+	1650	515	455	459	487	608	525
YDR323C	IV	1112480	1114027	-	1548	268	208	201	221	275	258
YDR486C	IV	1427431	1428120	-	690	665	480	493	1184	1088	993
YDR420W	IV	1306267	1311675	+	5409	1389	1075	1309	777	749	569
YDL122W	IV	242552	244981	+	2430	2499	2528	2462	3146	5592	5270
YDR390C	IV	1254937	1256847	-	1911	1246	1028	1017	1032	832	817
YDR481C	IV	1418550	1420250	-	1701	3760	4056	4497	3321	4119	4272
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	283	302	261	332	396	360
YDL105W	IV	272389	273597	+	1209	198	165	142	273	191	195
YDL141W	IV	203039	205111	+	2073	1268	1116	1318	1783	1247	1056
YDR400W	IV	1271063	1272085	+	1023	897	771	864	1272	1118	806
YDR522C	IV	1483795	1485303	-	1509	119	94	105	159	162	106
YDL173W	IV	148191	149078	+	888	120	217	119	75	297	330
YDR279W	IV	1019368	1020420	+	1053	627	524	505	435	429	401
YDR281C	IV	1022007	1022321	-	315	335	265	287	150	81	59
YDR213W	IV	889751	892492	+	2742	645	518	499	225	189	215
YDR179W-A	IV	819433	820824	+	1392	531	468	459	192	176	136
YDR330W	IV	1127872	1129374	+	1503	336	372	324	1772	1897	1681
YDR106W	IV	667004	667858	+	855	30	21	21	82	49	41
YDL178W	IV	139522	141114	+	1593	978	987	1011	1093	963	796
YDR484W	IV	1422763	1424688	+	1926	353	324	246	548	576	586
YDR308C	IV	1078027	1078449	-	423	374	269	261	245	378	531
YDL192W	IV	116321	116866	+	546	8989	8605	8473	5586	7416	7728
YDL202W	IV	98475	99224	+	750	407	365	359	395	519	543
YDR146C	IV	748613	750742	-	2130	613	701	543	48	136	151
YDR241W	IV	945151	945438	+	288	45	39	32	29	18	26
YDL158C	IV	173866	174174	-	309	75	85	96	31	33	35
YDL185W	IV	126787	130002	+	3216	18827	17942	20490	24930	20410	17881
YDR251W	IV	960614	963106	+	2493	1435	1347	1612	4054	3530	3317
tL(UAA)D	IV	519743	519826	+	84	0	0	0	1	0	0
YDR192C	IV	843569	844861	-	1293	269	276	286	297	289	266
YDR368W	IV	1213904	1214842	+	939	1194	1304	1347	8453	9401	8105
YDR494W	IV	1436930	1438015	+	1086	519	386	334	1197	894	893
YDR399W	IV	1270068	1270733	+	666	6428	6190	6233	173	185	182
YDR070C	IV	588098	588379	-	282	25	24	17	694	657	913
YDR138W	IV	730578	732836	+	2259	817	767	689	953	943	781
YDR031W	IV	503498	503863	+	366	101	57	79	447	363	349
YDR255C	IV	966557	967822	-	1266	244	232	200	461	533	546
YDL060W	IV	341619	343985	+	2367	3132	2440	2373	213	243	226
YDR048C	IV	553084	553398	-	315	0	2	1	5	5	5
YDR067C	IV	582791	583465	-	675	407	317	290	563	576	588
YDR126W	IV	703234	704244	+	1011	293	276	316	361	296	269
YDR315C	IV	1092741	1093586	-	846	164	134	139	250	291	227
YDL126C	IV	236157	238664	-	2508	10573	9547	11107	33711	24948	21164
YDR262W	IV	993134	993952	+	819	960	829	918	1316	1102	1045
tQ(UUG)D3	IV	802731	802802	-	72	0	0	0	1	0	1
YDR345C	IV	1162957	1164660	-	1704	19445	19020	21458	2348	2316	2070
YDR079W	IV	603064	603399	+	336	181	169	159	357	303	310
YDR433W	IV	1329600	1330040	+	441	22	17	26	40	42	37
YDL144C	IV	198662	199732	-	1071	652	605	679	2046	1241	952
YDR306C	IV	1073735	1075171	-	1437	570	463	459	1099	1040	1011
YDR292C	IV	1043146	1045011	-	1866	2452	2049	2097	2193	1921	1873
YDL009C	IV	432925	433248	-	324	100	69	63	191	112	121
YDR290W	IV	1039370	1039699	+	330	0	0	0	0	2	1
YDR282C	IV	1023511	1024755	-	1245	242	171	184	612	463	516
YDR170C	IV	796193	802222	-	6030	4647	3510	3903	2863	2723	2356
YDR174W	IV	812110	812850	+	741	3397	3006	3161	3087	1990	1795
YDL218W	IV	66493	67446	+	954	188	140	156	6742	3995	3655
YDL062W	IV	339857	340282	+	426	30	26	24	1	1	3
YDL048C	IV	366739	368211	-	1473	200	285	227	430	334	284
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	11461	9984	10418	1305	2198	2985
YDR112W	IV	679544	679852	+	309	34	34	43	10	16	16
YDR538W	IV	1510902	1511630	+	729	135	118	134	189	141	110
YDL011C	IV	432308	432631	-	324	0	0	0	0	2	0
YDR355C	IV	1186067	1186369	-	303	0	3	0	0	0	0
YDR301W	IV	1063352	1067425	+	4074	1112	1008	1199	1146	1129	999
YDR412W	IV	1294693	1295400	+	708	107	100	77	15	17	26
YDR530C	IV	1496791	1497768	-	978	410	379	410	2043	1377	1101
YDR227W	IV	917571	921647	+	4077	1089	893	786	753	1084	950
YDR041W	IV	539803	540414	+	612	424	408	359	1057	1178	1045
YDR015C	IV	477960	478199	-	240	0	0	0	0	0	0
YDL008W	IV	433497	433994	+	498	493	396	405	633	485	469
YDR234W	IV	931129	933210	+	2082	3100	2872	3650	298	316	291
YDR511W	IV	1470017	1470418	+	402	255	262	237	1007	742	691
YDR519W	IV	1480425	1480832	+	408	1557	1313	1575	1563	1507	1296
YDL086C-A	IV	301655	302089	-	435	0	0	0	0	0	0
YDR250C	IV	960086	960361	-	276	17	19	17	52	41	39
YDR465C	IV	1393336	1394574	-	1239	2627	2095	2067	280	369	522
YDL001W	IV	447984	449276	+	1293	364	334	297	219	289	312
YDR454C	IV	1366264	1366827	-	564	5630	4719	5130	2879	2854	2842
YDR013W	IV	473157	473783	+	627	370	273	269	417	432	380
YDR076W	IV	598468	599688	+	1221	222	199	205	335	220	177
YDL095W	IV	287059	289512	+	2454	7133	7225	8749	6841	6310	5108
YDL007C-A	IV	436567	436824	-	258	0	0	0	0	0	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	21163	18578	21258	2929	5475	6871
YDR100W	IV	655013	655444	+	432	904	721	907	3746	2553	2092
YDR479C	IV	1415210	1416874	-	1665	699	654	690	2611	1796	1734
tS(AGA)D1	IV	437772	437853	+	82	0	0	0	0	0	0
YDL117W	IV	248581	251238	+	2658	1217	1022	1112	899	687	509
YDR140W	IV	734138	734803	+	666	579	559	472	634	526	424
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	4478	3273	3154	2950	2378	2368
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0	0	0
YDR327W	IV	1125302	1125628	+	327	286	230	267	608	381	445
YDR062W	IV	576474	578159	+	1686	5835	5871	6363	1172	3817	2841
YDR143C	IV	742042	743874	-	1833	1319	1248	1373	1290	1130	882
YDL172C	IV	148607	149086	-	480	1	0	0	0	0	0
YDL053C	IV	361699	362256	-	558	491	521	442	161	581	510
YDR223W	IV	912099	913502	+	1404	367	344	424	1258	1227	1061
YDL037C	IV	384601	385587	-	987	998	1202	1084	69	130	125
YDL167C	IV	160995	163154	-	2160	2461	2039	2195	96	212	178
YDR246W-A	IV	955133	955333	+	201	37	23	25	51	22	34
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0	0	0
YDR517W	IV	1477239	1478357	+	1119	1300	1248	1438	5785	4235	3478
YDL226C	IV	51115	52173	-	1059	1917	1824	2135	2351	2078	1912
YDR467C	IV	1397583	1397909	-	327	49	20	32	34	32	30
YDL134C	IV	219662	220771	-	1110	1825	1615	1736	4184	3081	2527
YDR117C	IV	683946	685643	-	1698	782	737	554	776	916	932
YDR314C	IV	1090433	1092511	-	2079	258	207	166	503	547	620
YDR440W	IV	1342493	1344241	+	1749	483	413	386	257	341	345
YDR303C	IV	1068729	1071386	-	2658	895	1326	1189	330	1003	902
YDL078C	IV	315357	316388	-	1032	2207	1822	2090	7204	4592	3948
YDL238C	IV	28985	30454	-	1470	160	157	174	1071	1034	852
YDR529C	IV	1496165	1496548	-	384	665	598	554	735	1166	1281
YDR437W	IV	1337352	1337774	+	423	102	96	92	120	88	76
snR47	IV	541602	541700	-	99	10	4	11	1	5	6
YDL196W	IV	106741	107070	+	330	6	6	11	21	18	13
YDR452W	IV	1362878	1364902	+	2025	2830	2195	2802	6102	4405	4107
YDR445C	IV	1352182	1352589	-	408	0	0	0	0	0	0
YDR347W	IV	1169178	1170143	+	966	1017	901	925	2045	1463	1164
tQ(UUG)D1	IV	520972	521043	+	72	0	0	0	0	0	0
YDR490C	IV	1431968	1434268	-	2301	539	452	575	1065	677	536
YDR516C	IV	1474974	1476476	-	1503	756	615	668	15761	11532	11087
YDR509W	IV	1468226	1468573	+	348	6	2	2	0	0	0
YDL193W	IV	114672	115799	+	1128	905	780	869	1435	1060	1147
YDL137W	IV	216529	217074	+	546	3471	3198	3437	7521	5932	4732
YDL118W	IV	247302	247682	+	381	7	0	0	6	9	7
YDR235W	IV	933504	935138	+	1635	568	611	478	579	819	783
YDR233C	IV	929470	930357	-	888	13807	13964	14725	8298	7072	6369
YDR388W	IV	1250186	1251634	+	1449	2409	1731	1997	6384	4567	3536
YDR209C	IV	871036	871449	-	414	449	436	371	334	404	453
YDR049W	IV	553254	555152	+	1899	492	453	388	261	516	522
YDL194W	IV	111580	114234	+	2655	338	318	314	417	344	282
YDR021W	IV	486804	488003	+	1200	535	399	317	61	89	101
YDR353W	IV	1183299	1184258	+	960	7142	6139	7628	126411	98736	87720
YDR051C	IV	557056	558060	-	1005	702	484	515	1136	932	1034
YDR288W	IV	1037195	1038106	+	912	527	361	324	557	503	552
YDR141C	IV	734901	739997	-	5097	2088	1819	2032	2765	2434	2102
YDR194C	IV	845952	847946	-	1995	2020	1752	1727	1519	1754	1477
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	325	257	248	293	453	443
YDR054C	IV	561440	562327	-	888	1173	983	1021	984	1922	2200
YDR122W	IV	694700	697894	+	3195	865	655	774	3571	2520	2219
YDR184C	IV	830629	831513	-	885	834	666	583	48	57	55
YDR183C-A	IV	830397	830654	-	258	16	28	40	1	3	3
YDL240W	IV	22823	25876	+	3054	903	732	887	540	607	537
YDR056C	IV	565023	565640	-	618	1335	1047	1245	2089	1797	1798
YDR541C	IV	1519664	1520698	-	1035	598	640	703	1226	1035	784
YDL042C	IV	376757	378445	-	1689	705	573	640	171	102	61
YDR185C	IV	831934	832473	-	540	263	236	229	108	87	87
YDR328C	IV	1125434	1126018	-	585	1381	1094	1379	3021	2304	2322
YDR280W	IV	1020747	1021664	+	918	1266	1039	992	1028	872	883
tV(UAC)D	IV	488797	488870	-	74	2	2	1	2	2	3
YDR098C	IV	644178	644930	-	753	1795	1314	1514	2268	1798	1821
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	563	595	528	1592	1659	1464
YDR423C	IV	1318046	1319275	-	1230	379	313	312	2310	2013	1758
YDR017C	IV	479115	482267	-	3153	1497	1240	1093	467	875	713
YDR419W	IV	1303174	1305072	+	1899	506	413	497	530	544	431
YDR444W	IV	1350290	1352353	+	2064	579	594	505	389	370	296
YDR341C	IV	1151803	1153626	-	1824	8169	7109	8298	3552	3351	3502
